Part no./SKU,Brand,Name,Descrption,MRP,Category,Sub Category,Class,Make,Model,Year,Engine,Power (hp),Fuel type,Engine type,Date,Part Type
96610-C7000,Hyundai/Kia,,HORN ASSY-LOW PITCH,553,Electrical Components,Horn,,Hyundai,I20 ACTIVE 2ND GEN 1.2L,03.2015 - 03.2018,1.2 L,83 h.p.,Petrol,G4LA,18/10/2023,
96610-C7000,Hyundai/Kia,,HORN ASSY-LOW PITCH,553,Electrical Components,Horn,,Hyundai,I20 ACTIVE 2ND GEN 1.4L,03.2015 - 03.2018,1.4 L,90 h.p.,Diesel,D4FC,,
96610-C7000,Hyundai/Kia,,HORN ASSY-LOW PITCH,553,Electrical Components,Horn,,Hyundai,I20 ELITE 2ND GEN 1.2L,08.2014 - 02.2018,1.2 L,83 h.p.,Petrol,G4LA,,
96610-C7000,Hyundai/Kia,,HORN ASSY-LOW PITCH,553,Electrical Components,Horn,,Hyundai,I20 ELITE 2ND GEN 1.4L,08.2014 - 02.2018,1.4 L,90 h.p.,Diesel,D4FC,,
96610-0X500,Hyundai/Kia,,HORN ASSY-LOW PITCH,552,Electrical Components,Horn,,Hyundai,I10 1ST GEN F/L 1.1L,08.2010 - 08.2013,1.1 L,69 h.p.,Petrol,G4HG,,
96610-0X500,Hyundai/Kia,,HORN ASSY-LOW PITCH,552,Electrical Components,Horn,,Hyundai,I10 1ST GEN F/L 1.2L,08.2010 - 08.2013,1.2 L,86 h.p.,Petrol,G4LA,,
96651-BV000,Hyundai/Kia,,HORN ASSY-HIGH PITCH,1568,Electrical Components,Horn,,Hyundai,ALCAZAR 1ST GEN 2.0L 7S,06.2021 - 02.2023,2 L,159 h.p.,Petrol,DOHC-MPI,,
96651-BV000,Hyundai/Kia,,HORN ASSY-HIGH PITCH,1568,Electrical Components,Horn,,Hyundai,ALCAZAR 1ST GEN 1.5L 7S,06.2021 - 02.2023,1.5 L,115 h.p.,Diesel,DOHC-TCI,,
96651-BV000,Hyundai/Kia,,HORN ASSY-HIGH PITCH,1568,Electrical Components,Horn,,Hyundai,ALCAZAR 1ST GEN 2.0L 6S AT,06.2021 - 02.2023,2 L,159 h.p.,Petrol,DOHC-MPI,,
96651-BV000,Hyundai/Kia,,HORN ASSY-HIGH PITCH,1568,Electrical Components,Horn,,Hyundai,ALCAZAR 1ST GEN 1.5L 7S AT,06.2021 - 02.2023,1.5 L,115 h.p.,Diesel,DOHC-TCI,,
96651-BV000,Hyundai/Kia,,HORN ASSY-HIGH PITCH,1568,Electrical Components,Horn,,Hyundai,ALCAZAR 1ST GEN 1.5L 6S AT,06.2021 - 02.2023,1.5 L,115 h.p.,Diesel,DOHC-TCI,,
96651-BV000,Hyundai/Kia,,HORN ASSY-HIGH PITCH,1568,Electrical Components,Horn,,Hyundai,ALCAZAR 1ST GEN 1.5L 6S,06.2021 - 02.2023,1.5 L,115 h.p.,Diesel,DOHC-TCI,,
96651-BV000,Hyundai/Kia,,HORN ASSY-HIGH PITCH,1568,Electrical Components,Horn,,Hyundai,ALCAZAR 1ST GEN 2.0L 7S AT,06.2021 - 02.2023,2 L,159 h.p.,Petrol,DOHC-MPI,,
96651-BV000,Hyundai/Kia,,HORN ASSY-HIGH PITCH,1568,Electrical Components,Horn,,Hyundai,ALCAZAR 1ST GEN 2.0L 6S,06.2021 - 02.2023,2 L,159 h.p.,Petrol,DOHC-MPI,,
96651-BV000,Hyundai/Kia,,HORN ASSY-HIGH PITCH,1568,Electrical Components,Horn,,Hyundai,CRETA 2ND GEN 1.4L DCT,03.2020 - now,1.4 L,140 h.p.,Petrol,DOHC-TCI/GDI,,
96651-BV000,Hyundai/Kia,,HORN ASSY-HIGH PITCH,1568,Electrical Components,Horn,,Hyundai,CRETA 2ND GEN 1.5L,03.2020 - now,1.5 L,115 h.p.,Diesel,CRDi,,
96651-BV000,Hyundai/Kia,,HORN ASSY-HIGH PITCH,1568,Electrical Components,Horn,,Hyundai,CRETA 2ND GEN 1.5L,03.2020 - now,1.5 L,115 h.p.,Petrol,DOHC-MPI,,
96651-BV000,Hyundai/Kia,,HORN ASSY-HIGH PITCH,1568,Electrical Components,Horn,,Hyundai,CRETA 2ND GEN 1.5L AT,03.2020 - now,1.5 L,156 h.p.,Diesel,CRDi,,
96651-BV000,Hyundai/Kia,,HORN ASSY-HIGH PITCH,1568,Electrical Components,Horn,,Hyundai,CRETA 2ND GEN 1.5L CVT,03.2020 - now,1.5 L,156 h.p.,Petrol,DOHC-MPI,,
96651-BV000,Hyundai/Kia,,HORN ASSY-HIGH PITCH,1568,Electrical Components,Horn,,Hyundai,VENUE 1.2L,05.2019 - 01.2020,1.2 L,83 h.p.,Petrol,KAPPA MPI,,
96651-BV000,Hyundai/Kia,,HORN ASSY-HIGH PITCH,1568,Electrical Components,Horn,,Hyundai,VENUE 1.0L SX+ AT,05.2019 - 06.2022,1 L,120 h.p.,Petrol,TURBO GDI,,
96651-BV000,Hyundai/Kia,,HORN ASSY-HIGH PITCH,1568,Electrical Components,Horn,,Hyundai,VENUE 1.4L E,05.2019 - 06.2022,1.4 L,90 h.p.,Diesel,CRDi,,
96641-BV000,Hyundai/Kia,,HORN ASSY-LOW PITCH,1568,Electrical Components,Horn,,Hyundai,ALCAZAR 1ST GEN 2.0L 7S,06.2021 - 02.2023,2 L,159 h.p.,Petrol,DOHC-MPI,,
96641-BV000,Hyundai/Kia,,HORN ASSY-LOW PITCH,1568,Electrical Components,Horn,,Hyundai,ALCAZAR 1ST GEN 1.5L 7S,06.2021 - 02.2023,1.5 L,115 h.p.,Diesel,DOHC-TCI,,
96641-BV000,Hyundai/Kia,,HORN ASSY-LOW PITCH,1568,Electrical Components,Horn,,Hyundai,ALCAZAR 1ST GEN 2.0L 6S AT,06.2021 - 02.2023,2 L,159 h.p.,Petrol,DOHC-MPI,,
96641-BV000,Hyundai/Kia,,HORN ASSY-LOW PITCH,1568,Electrical Components,Horn,,Hyundai,ALCAZAR 1ST GEN 1.5L 7S AT,06.2021 - 02.2023,1.5 L,115 h.p.,Diesel,DOHC-TCI,,
96641-BV000,Hyundai/Kia,,HORN ASSY-LOW PITCH,1568,Electrical Components,Horn,,Hyundai,ALCAZAR 1ST GEN 1.5L 6S AT,06.2021 - 02.2023,1.5 L,115 h.p.,Diesel,DOHC-TCI,,
96641-BV000,Hyundai/Kia,,HORN ASSY-LOW PITCH,1568,Electrical Components,Horn,,Hyundai,ALCAZAR 1ST GEN 1.5L 6S,06.2021 - 02.2023,1.5 L,115 h.p.,Diesel,DOHC-TCI,,
96641-BV000,Hyundai/Kia,,HORN ASSY-LOW PITCH,1568,Electrical Components,Horn,,Hyundai,ALCAZAR 1ST GEN 2.0L 7S AT,06.2021 - 02.2023,2 L,159 h.p.,Petrol,DOHC-MPI,,
96641-BV000,Hyundai/Kia,,HORN ASSY-LOW PITCH,1568,Electrical Components,Horn,,Hyundai,ALCAZAR 1ST GEN 2.0L 6S,06.2021 - 02.2023,2 L,159 h.p.,Petrol,DOHC-MPI,,
96641-BV000,Hyundai/Kia,,HORN ASSY-LOW PITCH,1568,Electrical Components,Horn,,Hyundai,CRETA 2ND GEN 1.4L SX(O) DCT,03.2020 - now,1.4 L,140 h.p.,Petrol,TURBO GDI,,
96641-BV000,Hyundai/Kia,,HORN ASSY-LOW PITCH,1568,Electrical Components,Horn,,Hyundai,CRETA 2ND GEN 1.5L SX(O),03.2020 - now,1.5 L,115 h.p.,Diesel,CRDi,,
96641-BV000,Hyundai/Kia,,HORN ASSY-LOW PITCH,1568,Electrical Components,Horn,,Hyundai,CRETA 2ND GEN 1.5L E,03.2020 - now,1.5 L,115 h.p.,Petrol,MPI,,
96641-BV000,Hyundai/Kia,,HORN ASSY-LOW PITCH,1568,Electrical Components,Horn,,Hyundai,CRETA 2ND GEN 1.4L DCT,03.2020 - now,1.4 L,140 h.p.,Petrol,DOHC-TCI/GDI,,
96641-BV000,Hyundai/Kia,,HORN ASSY-LOW PITCH,1568,Electrical Components,Horn,,Hyundai,CRETA 2ND GEN 1.5L,03.2020 - now,1.5 L,115 h.p.,Diesel,CRDi,,
96641-BV000,Hyundai/Kia,,HORN ASSY-LOW PITCH,1568,Electrical Components,Horn,,Hyundai,CRETA 2ND GEN 1.5L,03.2020 - now,1.5 L,115 h.p.,Petrol,DOHC-MPI,,
96641-BV000,Hyundai/Kia,,HORN ASSY-LOW PITCH,1568,Electrical Components,Horn,,Hyundai,CRETA 2ND GEN 1.5L AT,03.2020 - now,1.5 L,156 h.p.,Diesel,CRDi,,
96641-BV000,Hyundai/Kia,,HORN ASSY-LOW PITCH,1568,Electrical Components,Horn,,Hyundai,CRETA 2ND GEN 1.5L CVT,03.2020 - now,1.5 L,156 h.p.,Petrol,DOHC-MPI,,
96641-A0100,Hyundai/Kia,,HORN ASSY-LOW PITCH,1607,Electrical Components,Horn,,Hyundai,CRETA 1ST GEN F/L 1.6L SX,05.2018 - 03.2020,1.6 L,121 h.p.,Petrol,DUAL VTVT,,
96641-A0100,Hyundai/Kia,,HORN ASSY-LOW PITCH,1607,Electrical Components,Horn,,Hyundai,CRETA 1ST GEN F/L 1.6L SX AT,05.2018 - 03.2020,1.6 L,126 h.p.,Diesel,CRDi-VGT,,
96641-A0100,Hyundai/Kia,,HORN ASSY-LOW PITCH,1607,Electrical Components,Horn,,Hyundai,CRETA 1ST GEN F/L 1.4L E PLUS,05.2018 - 03.2020,1.4 L,88 h.p.,Diesel,CRDi,,
96641-A0100,Hyundai/Kia,,HORN ASSY-LOW PITCH,1607,Electrical Components,Horn,,Hyundai,CRETA 1ST GEN F/L 1.4L S,05.2018 - 03.2020,1.4 L,88 h.p.,Diesel,CRDi,,
96641-A0100,Hyundai/Kia,,HORN ASSY-LOW PITCH,1607,Electrical Components,Horn,,Hyundai,CRETA 1ST GEN F/L 1.6L SX(O),05.2018 - 03.2020,1.6 L,126 h.p.,Diesel,CRDi-VGT,,
96641-A0100,Hyundai/Kia,,HORN ASSY-LOW PITCH,1607,Electrical Components,Horn,,Hyundai,CRETA 1ST GEN F/L 1.6L SX,05.2018 - 03.2020,1.6 L,126 h.p.,Diesel,CRDi-VGT,,
96641-A0100,Hyundai/Kia,,HORN ASSY-LOW PITCH,1607,Electrical Components,Horn,,Hyundai,CRETA 1ST GEN F/L 1.6L E PLUS,05.2018 - 03.2020,1.6 L,121 h.p.,Petrol,DUAL VTVT,,
96641-A0100,Hyundai/Kia,,HORN ASSY-LOW PITCH,1607,Electrical Components,Horn,,Hyundai,CRETA 1ST GEN F/L 1.6L SX(O),05.2018 - 03.2020,1.6 L,121 h.p.,Petrol,DUAL VTVT,,
96641-A0100,Hyundai/Kia,,HORN ASSY-LOW PITCH,1607,Electrical Components,Horn,,Hyundai,CRETA 1ST GEN F/L 1.6L EX,05.2018 - 03.2020,1.6 L,121 h.p.,Petrol,DUAL VTVT,,
96641-A0100,Hyundai/Kia,,HORN ASSY-LOW PITCH,1607,Electrical Components,Horn,,Hyundai,CRETA 1ST GEN F/L 1.6L SX AT,05.2018 - 03.2020,1.6 L,121 h.p.,Petrol,DUAL VTVT,,
96651-A0100,Hyundai/Kia,,HORN ASSY-HIGH PITCH,1607,Electrical Components,Horn,,Hyundai,CRETA 1ST GEN 1.6L,06.2015 - 05.2018,1.6 L,128 h.p.,Diesel,CRDi-VGT,,
96651-A0100,Hyundai/Kia,,HORN ASSY-HIGH PITCH,1607,Electrical Components,Horn,,Hyundai,CRETA 1ST GEN 1.4L,06.2015 - 05.2018,1.4 L,90 h.p.,Diesel,CRDi-TCI,,
96651-A0100,Hyundai/Kia,,HORN ASSY-HIGH PITCH,1607,Electrical Components,Horn,,Hyundai,CRETA 1ST GEN 1.6L,06.2015 - 05.2018,1.6 L,123 h.p.,Petrol,DOHC-MPI,,
96651-A0100,Hyundai/Kia,,HORN ASSY-HIGH PITCH,1607,Electrical Components,Horn,,Hyundai,CRETA 1ST GEN F/L 1.6L SX,05.2018 - 03.2020,1.6 L,121 h.p.,Petrol,DUAL VTVT,,
96651-A0100,Hyundai/Kia,,HORN ASSY-HIGH PITCH,1607,Electrical Components,Horn,,Hyundai,CRETA 1ST GEN F/L 1.6L SX AT,05.2018 - 03.2020,1.6 L,126 h.p.,Diesel,CRDi-VGT,,
96651-A0100,Hyundai/Kia,,HORN ASSY-HIGH PITCH,1607,Electrical Components,Horn,,Hyundai,CRETA 1ST GEN F/L 1.4L E PLUS,05.2018 - 03.2020,1.4 L,88 h.p.,Diesel,CRDi,,
96651-A0100,Hyundai/Kia,,HORN ASSY-HIGH PITCH,1607,Electrical Components,Horn,,Hyundai,CRETA 1ST GEN F/L 1.4L S,05.2018 - 03.2020,1.4 L,88 h.p.,Diesel,CRDi,,
96651-A0100,Hyundai/Kia,,HORN ASSY-HIGH PITCH,1607,Electrical Components,Horn,,Hyundai,CRETA 1ST GEN F/L 1.6L SX(O),05.2018 - 03.2020,1.6 L,126 h.p.,Diesel,CRDi-VGT,,
96651-A0100,Hyundai/Kia,,HORN ASSY-HIGH PITCH,1607,Electrical Components,Horn,,Hyundai,CRETA 1ST GEN F/L 1.6L SX,05.2018 - 03.2020,1.6 L,126 h.p.,Diesel,CRDi-VGT,,
96651-A0100,Hyundai/Kia,,HORN ASSY-HIGH PITCH,1607,Electrical Components,Horn,,Hyundai,CRETA 1ST GEN F/L 1.6L E PLUS,05.2018 - 03.2020,1.6 L,121 h.p.,Petrol,DUAL VTVT,,
96651-A0100,Hyundai/Kia,,HORN ASSY-HIGH PITCH,1607,Electrical Components,Horn,,Hyundai,CRETA 1ST GEN F/L 1.6L SX(O),05.2018 - 03.2020,1.6 L,121 h.p.,Petrol,DUAL VTVT,,
96651-A0100,Hyundai/Kia,,HORN ASSY-HIGH PITCH,1607,Electrical Components,Horn,,Hyundai,CRETA 1ST GEN F/L 1.6L EX,05.2018 - 03.2020,1.6 L,121 h.p.,Petrol,DUAL VTVT,,
96651-A0100,Hyundai/Kia,,HORN ASSY-HIGH PITCH,1607,Electrical Components,Horn,,Hyundai,CRETA 1ST GEN F/L 1.6L SX AT,05.2018 - 03.2020,1.6 L,121 h.p.,Petrol,DUAL VTVT,,
96620-C9000,Hyundai/Kia,,HORN ASSY-HIGH PITCH,1628,Electrical Components,Horn,,Hyundai,CRETA 1ST GEN 1.6L,06.2015 - 05.2018,1.6 L,128 h.p.,Diesel,CRDi-VGT,,
96620-C9000,Hyundai/Kia,,HORN ASSY-HIGH PITCH,1628,Electrical Components,Horn,,Hyundai,CRETA 1ST GEN 1.4L,06.2015 - 05.2018,1.4 L,90 h.p.,Diesel,CRDi-TCI,,
96620-C9000,Hyundai/Kia,,HORN ASSY-HIGH PITCH,1628,Electrical Components,Horn,,Hyundai,CRETA 1ST GEN 1.6L,06.2015 - 05.2018,1.6 L,123 h.p.,Petrol,DOHC-MPI,,
96610-C9000,Hyundai/Kia,,HORN ASSY-LOW PITCH,1628,Electrical Components,Horn,,Hyundai,CRETA 1ST GEN 1.6L,06.2015 - 05.2018,1.6 L,128 h.p.,Diesel,CRDi-VGT,,
96610-C9000,Hyundai/Kia,,HORN ASSY-LOW PITCH,1628,Electrical Components,Horn,,Hyundai,CRETA 1ST GEN 1.4L,06.2015 - 05.2018,1.4 L,90 h.p.,Diesel,CRDi-TCI,,
96610-C9000,Hyundai/Kia,,HORN ASSY-LOW PITCH,1628,Electrical Components,Horn,,Hyundai,CRETA 1ST GEN 1.6L,06.2015 - 05.2018,1.6 L,123 h.p.,Petrol,DOHC-MPI,,
96620-1A000,Hyundai/Kia,,HORN ASSY-HIGH PITCH,502,Electrical Components,Horn,,Hyundai,ACCENT/ VIVA 1.5L,01.1999 - 02.2008,1.5 L,94 h.p.,Petrol,G4EK,,
96620-1A000,Hyundai/Kia,,HORN ASSY-HIGH PITCH,502,Electrical Components,Horn,,Hyundai,ACCENT/ VIVA 1.6L,01.2001 - 02.2008,1.6 L,105 h.p.,Petrol,G4ED-G,,
96620-1A000,Hyundai/Kia,,HORN ASSY-HIGH PITCH,502,Electrical Components,Horn,,Hyundai,ACCENT/ VIVA 1.5L,04.2002 - 02.2007,1.5 L,82 h.p.,Diesel,D3EA,,
96620-1A000,Hyundai/Kia,,HORN ASSY-HIGH PITCH,502,Electrical Components,Horn,,Hyundai,ACCENT/ VIVA 1.5L,02.2008 - 12.2012,1.5 L,94 h.p.,Petrol,G4EK,,
96620-1J800,Hyundai/Kia,,HORN ASSY-HIGH PITCH,484,Electrical Components,Horn,,Hyundai,I20 1ST GEN F/L 1.4L,03.2012 - 07.2014,1.4 L,90 h.p.,Diesel,D4FC,,
96620-1J800,Hyundai/Kia,,HORN ASSY-HIGH PITCH,484,Electrical Components,Horn,,Hyundai,I20 1ST GEN F/L 1.4L,03.2012 - 01.2014,1.4 L,101 h.p.,Petrol,G4FA,,
96620-1J800,Hyundai/Kia,,HORN ASSY-HIGH PITCH,484,Electrical Components,Horn,,Hyundai,I20 1ST GEN F/L 1.2L,03.2012 - 07.2014,1.2 L,83 h.p.,Petrol,G4LA,,
96610-B4000,Hyundai/Kia,,HORN ASSY - LOW PITCH,469,Electrical Components,Horn,,Hyundai,GRAND I10 1.2L,08.2013 - 11.2016,1.2 L,83 h.p.,Petrol,G4LA,,
96610-B4000,Hyundai/Kia,,HORN ASSY - LOW PITCH,469,Electrical Components,Horn,,Hyundai,GRAND I10 1.1L,08.2013 - 11.2016,1.1 L,70 h.p.,Diesel,D3FA,,
96610-B4000,Hyundai/Kia,,HORN ASSY - LOW PITCH,469,Electrical Components,Horn,,Hyundai,GRAND I10 1.0L LPG/CNG,08.2013 - 11.2016,1 L,66 h.p.,CNG,B3LA,,
96610-B4000,Hyundai/Kia,,HORN ASSY - LOW PITCH,469,Electrical Components,Horn,,Hyundai,XCENT 1.2L,08.2013 - 11.2016,1.2 L,83 h.p.,Petrol,G4LA,,
96610-B4000,Hyundai/Kia,,HORN ASSY - LOW PITCH,469,Electrical Components,Horn,,Hyundai,XCENT 1.1L,08.2013 - 11.2016,1.1 L,70 h.p.,Diesel,3DFA,,
96610-B4000,Hyundai/Kia,,HORN ASSY - LOW PITCH,469,Electrical Components,Horn,,Hyundai,XCENT 1.0L LPG,08.2013 - 11.2016,1 L,69 h.p.,Petrol,B3LA,,
96610-1V000,Hyundai/Kia,,HORN ASSY-LOW PITCH,461,Electrical Components,Horn,,Hyundai,VERNA FLUIDIC 4TH GEN 1.4L,01.2011 - 12.2014,1.4 L,107 h.p.,Petrol,G4FA,,
96610-1V000,Hyundai/Kia,,HORN ASSY-LOW PITCH,461,Electrical Components,Horn,,Hyundai,VERNA FLUIDIC 4TH GEN 1.4L,01.2011 - 12.2014,1.4 L,90 h.p.,Diesel,D4FC,,
96610-1V000,Hyundai/Kia,,HORN ASSY-LOW PITCH,461,Electrical Components,Horn,,Hyundai,VERNA FLUIDIC 4TH GEN 1.6L,01.2011 - 12.2014,1.6 L,128 h.p.,Diesel,D4FB,,
96610-1V000,Hyundai/Kia,,HORN ASSY-LOW PITCH,461,Electrical Components,Horn,,Hyundai,VERNA FLUIDIC 4TH GEN 1.6L,01.2011 - 12.2014,1.6 L,123 h.p.,Petrol,G4FC,,
96620-05000,Hyundai/Kia,,HORN ASSY-HIGH PITCH,460,Electrical Components,Horn,,Hyundai,SANTRO 1ST GEN 1.0L,09.1998 - 05.2003,1 L,54 h.p.,Petrol,SOHC,,
96620-05000,Hyundai/Kia,,HORN ASSY-HIGH PITCH,460,Electrical Components,Horn,,Hyundai,SANTRO XING 2ND GEN 1.1L,05.2003 - 04.2005,1.1 L,62 h.p.,Petrol,SOHC MPFI,,
96620-0X200,Hyundai/Kia,,HORN ASSY-HIGH PITCH,457,Electrical Components,Horn,,Hyundai,I10 1ST GEN 1.1L,09.2007 - 10.2010,1.1 L,67 h.p.,Petrol,G4HG,,
96620-0X200,Hyundai/Kia,,HORN ASSY-HIGH PITCH,457,Electrical Components,Horn,,Hyundai,I10 1ST GEN 1.2L,05.2008 - 09.2010,1.2 L,80 h.p.,Petrol,G4LA,,
96620-0X200,Hyundai/Kia,,HORN ASSY-HIGH PITCH,457,Electrical Components,Horn,,Hyundai,I10 1ST GEN F/L 1.1L,08.2010 - 08.2013,1.1 L,69 h.p.,Petrol,G4HG,,
96620-0X200,Hyundai/Kia,,HORN ASSY-HIGH PITCH,457,Electrical Components,Horn,,Hyundai,I10 1ST GEN F/L 1.2L,08.2010 - 08.2013,1.2 L,86 h.p.,Petrol,G4LA,,
96630-H8000,Hyundai/Kia,,HORN ASSY-BURGLAR ALARM,5449,Electrical Components,Horn,,Hyundai,VERNA 5TH GEN 1.6L SX,08.2017 - 05.2020,1.6 L,124 h.p.,Petrol,GAMMA DUAL VTVT,,
96630-H8000,Hyundai/Kia,,HORN ASSY-BURGLAR ALARM,5449,Electrical Components,Horn,,Hyundai,VERNA 5TH GEN 1.6L SX,08.2017 - 05.2020,1.6 L,126 h.p.,Diesel,CRDi,,
96630-H8000,Hyundai/Kia,,HORN ASSY-BURGLAR ALARM,5449,Electrical Components,Horn,,Hyundai,VERNA 5TH GEN 1.6L SX(O),08.2017 - 05.2020,1.6 L,126 h.p.,Diesel,CRDi,,
96630-H8000,Hyundai/Kia,,HORN ASSY-BURGLAR ALARM,5449,Electrical Components,Horn,,Hyundai,VERNA 5TH GEN 1.6L EX AT,08.2017 - 05.2020,1.6 L,126 h.p.,Diesel,CRDi,,
96630-H8000,Hyundai/Kia,,HORN ASSY-BURGLAR ALARM,5449,Electrical Components,Horn,,Hyundai,VERNA 5TH GEN 1.6L SX PLUS AT,08.2017 - 05.2020,1.6 L,126 h.p.,Diesel,CRDi,,
96630-H8000,Hyundai/Kia,,HORN ASSY-BURGLAR ALARM,5449,Electrical Components,Horn,,Hyundai,VERNA 5TH GEN 1.6L SX(O) AT,08.2017 - 05.2020,1.6 L,126 h.p.,Diesel,CRDi,,
96630-H8000,Hyundai/Kia,,HORN ASSY-BURGLAR ALARM,5449,Electrical Components,Horn,,Hyundai,VERNA 5TH GEN 1.4L EX,08.2017 - 05.2020,1.4 L,98 h.p.,Petrol,GAMMA DUAL VTVT,,
96630-H8000,Hyundai/Kia,,HORN ASSY-BURGLAR ALARM,5449,Electrical Components,Horn,,Hyundai,VERNA 5TH GEN 1.6L SX PLUS AT,08.2017 - 05.2020,1.6 L,124 h.p.,Petrol,GAMMA DUAL VTVT,,
96630-H8000,Hyundai/Kia,,HORN ASSY-BURGLAR ALARM,5449,Electrical Components,Horn,,Hyundai,VERNA 5TH GEN 1.6L SX(O),08.2017 - 05.2020,1.6 L,124 h.p.,Petrol,GAMMA DUAL VTVT,,
96630-H8000,Hyundai/Kia,,HORN ASSY-BURGLAR ALARM,5449,Electrical Components,Horn,,Hyundai,VERNA 5TH GEN 1.6L SX(O) AT,08.2017 - 05.2020,1.6 L,124 h.p.,Petrol,GAMMA DUAL VTVT,,
96630-H8000,Hyundai/Kia,,HORN ASSY-BURGLAR ALARM,5449,Electrical Components,Horn,,Hyundai,VERNA 5TH GEN F/L 1.5L,06.2020 - 12.2022,1.5 L,113 h.p.,Diesel,DOHC-TCI,,
96630-H8000,Hyundai/Kia,,HORN ASSY-BURGLAR ALARM,5449,Electrical Components,Horn,,Hyundai,VERNA 5TH GEN F/L 1.5L AT,06.2020 - 12.2022,1.5 L,113 h.p.,Diesel,DOHC-TCI,,
96630-H8000,Hyundai/Kia,,HORN ASSY-BURGLAR ALARM,5449,Electrical Components,Horn,,Hyundai,VERNA 5TH GEN F/L 1.5L,06.2020 - 12.2022,1.5 L,113 h.p.,Petrol,DOHC-MPI,,
96630-H8000,Hyundai/Kia,,HORN ASSY-BURGLAR ALARM,5449,Electrical Components,Horn,,Hyundai,VERNA 5TH GEN F/L 1.5L AT,06.2020 - 12.2022,1.5 L,113 h.p.,Petrol,DOHC-MPI,,
96660-2E000,Hyundai/Kia,,HORN ASSY - HIGH PITCH,570,Electrical Components,Horn,,Hyundai,TUCSON 1ST GEN 2.0L TURBO,04.2004 - 12.2006,2 L,150 h.p.,Diesel,D4EA,,
96660-2E000,Hyundai/Kia,,HORN ASSY - HIGH PITCH,570,Electrical Components,Horn,,Hyundai,TUCSON 1ST GEN 2.0L,10.2006 - 04.2008,2 L,113 h.p.,Diesel,D4EA,,
96660-2E000,Hyundai/Kia,,HORN ASSY - HIGH PITCH,570,Electrical Components,Horn,,Hyundai,VERNA FLUIDIC 4TH GEN 1.4L,01.2011 - 12.2014,1.4 L,107 h.p.,Petrol,G4FA,,
96660-2E000,Hyundai/Kia,,HORN ASSY - HIGH PITCH,570,Electrical Components,Horn,,Hyundai,VERNA FLUIDIC 4TH GEN 1.4L,01.2011 - 12.2014,1.4 L,90 h.p.,Diesel,D4FC,,
96660-2E000,Hyundai/Kia,,HORN ASSY - HIGH PITCH,570,Electrical Components,Horn,,Hyundai,VERNA FLUIDIC 4TH GEN 1.6L,01.2011 - 12.2014,1.6 L,128 h.p.,Diesel,D4FB,,
96660-2E000,Hyundai/Kia,,HORN ASSY - HIGH PITCH,570,Electrical Components,Horn,,Hyundai,VERNA FLUIDIC 4TH GEN 1.6L,01.2011 - 12.2014,1.6 L,123 h.p.,Petrol,G4FC,,
96650-2E000,Hyundai/Kia,,HORN ASSY-LOW PITCH,567,Electrical Components,Horn,,Hyundai,EON 0.8L,01.2011 - 09.2019,0.8 L,56 h.p.,Petrol,G3HG,,
96650-2E000,Hyundai/Kia,,HORN ASSY-LOW PITCH,567,Electrical Components,Horn,,Hyundai,EON 1.0L,01.2011 - 09.2019,1 L,69 h.p.,Petrol,DOHC-MPI,,
96650-2E000,Hyundai/Kia,,HORN ASSY-LOW PITCH,567,Electrical Components,Horn,,Hyundai,SANTRO 3RD GEN 1.1L ERA,10.2018 - 05.2022,1.1 L,68 h.p.,Petrol,SOHC-MPI,,
96650-2E000,Hyundai/Kia,,HORN ASSY-LOW PITCH,567,Electrical Components,Horn,,Hyundai,SANTRO 3RD GEN 1.1L MAGNA,10.2018 - 05.2022,1.1 L,59 h.p.,CNG,SOHC-MPI,,
96650-2E000,Hyundai/Kia,,HORN ASSY-LOW PITCH,567,Electrical Components,Horn,,Hyundai,SANTRO 3RD GEN 1.1L SPORTZ,10.2018 - 05.2022,1.1 L,59 h.p.,CNG,SOHC-MPI,,
96650-2E000,Hyundai/Kia,,HORN ASSY-LOW PITCH,567,Electrical Components,Horn,,Hyundai,SANTRO 3RD GEN 1.1L SPORTZ,10.2018 - 05.2022,1.1 L,68 h.p.,Petrol,SOHC-MPI,,
96650-2E000,Hyundai/Kia,,HORN ASSY-LOW PITCH,567,Electrical Components,Horn,,Hyundai,SANTRO 3RD GEN 1.1L SPORTZ AT,10.2018 - 05.2022,1.1 L,68 h.p.,Petrol,SOHC-MPI,,
96650-2E000,Hyundai/Kia,,HORN ASSY-LOW PITCH,567,Electrical Components,Horn,,Hyundai,SANTRO 3RD GEN 1.1L ASTA,10.2018 - 05.2022,1.1 L,68 h.p.,Petrol,SOHC-MPI,,
96650-2E000,Hyundai/Kia,,HORN ASSY-LOW PITCH,567,Electrical Components,Horn,,Hyundai,SANTRO 3RD GEN 1.1L MAGNA,10.2018 - 05.2022,1.1 L,68 h.p.,Petrol,SOHC-MPI,,
96650-2E000,Hyundai/Kia,,HORN ASSY-LOW PITCH,567,Electrical Components,Horn,,Hyundai,SANTRO 3RD GEN 1.1L MAGNA AT,10.2018 - 05.2022,1.1 L,68 h.p.,Petrol,SOHC-MPI,,
96650-2E000,Hyundai/Kia,,HORN ASSY-LOW PITCH,567,Electrical Components,Horn,,Hyundai,TUCSON 1ST GEN 2.0L TURBO,04.2004 - 12.2006,2 L,150 h.p.,Diesel,D4EA,,
